Timestamp,Do you agree to participate in this survey?,1. Your Location,2. Your Region/State,3. What is your age group?,4. What is your approximate monthly household income?(MMK),5. What is the highest level of education you have completed?,6. How often do you use single-use plastic items in your weekly life?,7.Which of the following single-use plastic items do you usually use in your weekly life?,8. Where do you usually get your single-use plastic from?,9. How many plastic bags do you usually get from shops or markets in your weekly life?,"10. When buying street food or market food, how often does it come in plastic?","11. Compared to what you see outside (litter, packaging, shops), do you think you personally use:",12. What do you often do with your plastic waste after you use the product?,13. What do you think happens to the plastic you throw in the bin in your region?,14. How aware are you that plastic production and disposal contributes to climate change?,15. Do you believe current plastic usage in Myanmar is contributing to climate change?,16. When do you think the effects of today’s plastic usage on climate change will become noticeable?,17. Would you support reducing single-use plastics or replacing them with alternatives?,18. Do you think that plastic waste is burned?,19. What percentage of plastic waste do you think is burned?,20. Do you think that plastic waste usually ends up in a landfill site?,21. What percentage of plastic waste ends up in a landfill or dumping ground?,22. How do you think plastic waste in landfills and open burning affects climate change?
1/12/2026 18:55:24,Yes,Urban,Yangon,18-25,No income,University/College,3-5,Plastic containers,Food Delivery,3-5,Sometimes,About the same,Recycle,I don’t know,Neutral,No,Within 1-2 years,Support,Yes,About half (26%-50%),No,51%-75%,Increases the Earth’s temperature
1/12/2026 20:56:28,Yes,Urban,Yangon,18-25,No income,University/College,3-5,"Plastic bags, Bottled water","Local markets, Online Delivery",3-5,Always,About the same,Throw in bin,I don’t know,Very aware,Yes,More than 10 years,Strongly support,Yes,More than half (51%-75%),Not sure,Not sure,Not sure
1/13/2026 18:50:35,Yes,Rural,Sagaing,18-25,Prefer not to say,Middle school,More than 10,Plastic containers,Local markets,6-10,Always,Much more plastic than others,Recycle,Ends up in landfills,Somewhat aware,Yes,Within 6-10 years,Strongly support,No,More than half (51%-75%),Not sure,51%-75%,Pollutes soil/water
1/14/2026 12:47:34,Yes,Urban,Yangon,18-25,No income,High school,3-5,"Plastic bags, Bottled water, Plastic containers","Supermarkets, Local markets, Food Delivery, Online Delivery",3-5,Always,About the same,Reuse,I don’t know,Somewhat aware,No,Already visible now,Neutral,No,Less than half (1%-25%),Not sure,Not sure,Pollutes soil/water
1/14/2026 17:53:16,Yes,Urban,Yangon,26-35,"More than 1,000,000",University/College,6-10,"Plastic bags, Bottled water, Plastic containers, Plastic straws","Supermarkets, Local markets, Street Vendors, Food Delivery, Online Delivery, Coffee/tea shops",More than 10,Always,About the same,"Throw in bin, Recycle, Reuse",Burned,Very aware,Yes,Already visible now,Strongly support,No,Not applicable,No,Less than 25%,Pollutes soil/water
1/14/2026 19:10:13,Yes,Semi-urban,Ayeyarwady,18-25,"300,000-600,000",University/College,3-5,"Plastic bags, Bottled water","Local markets, Street Vendors, Food Delivery",6-10,Sometimes,A little more,Throw in bin,Ends up in landfills,Very aware,Yes,Already visible now,Support,Yes,Less than half (1%-25%),Not sure,51%-75%,Pollutes soil/water
1/14/2026 20:34:13,Yes,Urban,Mandalay,26-35,"More than 1,000,000",University/College,3-5,"Plastic bags, Food sachets","Supermarkets, Local markets, Street Vendors, Food Delivery, Online Delivery, Coffee/tea shops, Friends and family members",3-5,Always,Much less than others,Reuse,Ends up in landfills,Very aware,Yes,Already visible now,Strongly support,No,Not applicable,Yes,More than 75%,Increases the Earth’s temperature
1/14/2026 20:49:38,Yes,Rural,Kayah,18-25,Prefer not to say,University/College,6-10,"Plastic bags, Bottled water","Local markets, Food Delivery",3-5,Always,A little more,Burn,Burned,Somewhat aware,No,Within 3-5 years,Neutral,No,More than half (51%-75%),No,Less than 25%,Pollutes soil/water
1/14/2026 21:37:47,Yes,Rural,Kachin,18-25,"600,001-1,000,000",High school,3-5,Plastic bags,"Local markets, Food Delivery",3-5,Always,About the same,Throw in bin,Ends up in rivers,Somewhat aware,No,Already visible now,Neutral,Yes,About half (26%-50%),Not sure,25%-50%,Pollutes soil/water
1/15/2026 10:57:08,Yes,Urban,Yangon,26-35,"600,001-1,000,000",University/College,3-5,"Plastic bags, Food sachets","Supermarkets, Local markets",3-5,Sometimes,Much more plastic than others,Reuse,Ends up in landfills,Very aware,Yes,Already visible now,Strongly support,No,Almost all of it (76%-100%),Yes,More than 75%,Increases the Earth’s temperature
1/15/2026 12:50:48,Yes,Rural,Rakhine,18-25,Prefer not to say,Postgraduate,6-10,"Plastic bags, Food sachets","Local markets, Street Vendors, store",6-10,Always,About the same,"Throw in bin, Reuse, Burn",Ends up in landfills,Somewhat aware,Yes,Already visible now,Strongly support,No,More than half (51%-75%),Yes,More than 75%,Pollutes soil/water
1/15/2026 13:33:06,Yes,Urban,Shan,18-25,No income,University/College,3-5,Plastic bags,Local markets,6-10,Sometimes,A little more,Reuse,Ends up in landfills,Somewhat aware,Yes,Already visible now,Strongly support,No,About half (26%-50%),No,Less than 25%,Increases the Earth’s temperature
1/15/2026 15:39:17,Yes,Rural,Mon,18-25,"Less than 300,000",University/College,1-2,"Plastic bags, Plastic straws","Local markets, Street Vendors",3-5,Sometimes,Much less than others,Burn,Ends up in landfills,Somewhat aware,Yes,More than 10 years,Strongly support,No,Less than half (1%-25%),Yes,25%-50%,Release GHG
1/15/2026 17:20:44,Yes,,Rakhine,18-25,"Less than 300,000",University/College,3-5,"Plastic bags, Bottled water, Plastic containers, Plastic straws","Supermarkets, Local markets, Street Vendors",3-5,Always,Much more plastic than others,"Throw in bin, Burn",Recycled,Neutral,Yes,More than 10 years,Strongly support,No,More than half (51%-75%),Yes,51%-75%,Pollutes soil/water
1/15/2026 17:27:08,Yes,,Rakhine,,,,1-2,Plastic bags,Supermarkets,1-2,Sometimes,Much more plastic than others,Throw in bin,Ends up in landfills,Slightly aware,Yes,Within 1-2 years,Neutral,Yes,Almost all of it (76%-100%),Yes,Less than 25%,Increases the Earth’s temperature
1/15/2026 17:30:00,Yes,Rural,Rakhine,18-25,"300,000-600,000",University/College,3-5,"Plastic bags, Plastic containers","Supermarkets, Local markets",3-5,Always,Less than others,Throw in bin,Ends up in landfills,Very aware,Yes,Already visible now,Strongly support,Yes,About half (26%-50%),Yes,51%-75%,Release GHG
1/15/2026 17:30:08,Yes,Urban,Rakhine,18-25,"300,000-600,000",,,,,,,,,,,,,,,,,,
1/15/2026 17:32:04,Yes,Prefer not to say,Rakhine,18-25,No income,High school,6-10,"Plastic bags, Food sachets, ","Supermarkets, Local markets, Street Vendors, Coffee/tea shops, ",More than 10,Always,A little more,"Throw in bin, ",Ends up in rivers,Very aware,Yes,Within 3-5 years,Support,No,More than half (51%-75%),Yes,51%-75%,Increases the Earth’s temperature
1/15/2026 17:32:05,Yes,Prefer not to say,Rakhine,18-25,Prefer not to say,High school,3-5,"Plastic bags, Food sachets","Supermarkets, Local markets, Coffee/tea shops",3-5,Always,Less than others,"Throw in bin, Recycle",Ends up in rivers,Very aware,Yes,Already visible now,Strongly support,No,Less than half (1%-25%),Yes,Less than 25%,Release GHG
1/15/2026 17:33:01,Yes,Prefer not to say,Rakhine,18-25,No income,University/College,1-2,"Plastic bags, Plastic containers",Street Vendors,1-2,Sometimes,A little more,Throw in bin,Recycled,Somewhat aware,Not Sure,Within 3-5 years,Neutral,No,Less than half (1%-25%),Yes,Less than 25%,Not sure
1/15/2026 17:34:15,Yes,Prefer not to say,Rakhine,18-25,No income,High school,1-2,"Plastic bags, Plastic containers",Street Vendors,1-2,Sometimes,Much less than others,"Recycle, Reuse",Recycled,Very aware,Yes,Within 6-10 years,Strongly support,,More than half (51%-75%),Yes,Less than 25%,Increases the Earth’s temperature
1/15/2026 17:44:08,Yes,Prefer not to say,Rakhine,18-25,No income,High school,1-2,"Plastic bags, Bottled water, Food sachets, ","Supermarkets, Local markets, Food Delivery",3-5,Always,A little more,"Throw in bin, Burn",Ends up in rivers,Neutral,Yes,Within 3-5 years,Strongly support,Yes,More than half (51%-75%),Yes,51%-75%,Release GHG
1/15/2026 19:51:13,Yes,Semi-urban,Yangon,18-25,Prefer not to say,High school,6-10,"Plastic bags, Bottled water, Plastic containers, Food sachets","Supermarkets, Local markets, Street Vendors, Food Delivery, Coffee/tea shops",3-5,Always,About the same,"Throw in bin, Reuse",Ends up in landfills,Somewhat aware,Yes,Already visible now,Support,Yes,About half (26%-50%),Yes,25%-50%,Pollutes soil/water
1/16/2026 1:48:22,Yes,Urban,Yangon,18-25,"300,000-600,000",Postgraduate,3-5,Bottled water,Supermarkets,3-5,Always,About the same,Throw in bin,I don’t know,Somewhat aware,Yes,Within 3-5 years,Strongly support,No,More than half (51%-75%),Not sure,More than 75%,Pollutes soil/water
1/17/2026 8:19:18,Yes,Semi-urban,Mandalay,18-25,"More than 1,000,000",University/College,3-5,"Plastic bags, Bottled water, Plastic containers, Plastic straws","Local markets, Street Vendors, Food Delivery, Online Delivery, Coffee/tea shops",3-5,Always,Much less than others,"Throw in bin, Reuse",Ends up in landfills,Very aware,Yes,Already visible now,Strongly support,Yes,More than half (51%-75%),Yes,More than 75%,Release GHG
1/18/2026 22:24:05,Yes,Prefer not to say,Rakhine,26-35,"More than 1,000,000",University/College,3-5,Disposable forks,Supermarkets,6-10,Rarely,Much more plastic than others,Reuse,Ends up in landfills,Neutral,Not Sure,Not sure,Strongly support,No,Less than half (1%-25%),No,51%-75%,Release GHG
1/19/2026 10:06:48,Yes,Prefer not to say,Rakhine,18-25,No income,High school,1-2,"Plastic bags, Bottled water, Plastic containers","Supermarkets, Street Vendors, Food Delivery",3-5,Always,Much more plastic than others,Burn,Ends up in rivers,Slightly aware,Yes,Within 3-5 years,Neutral,No,More than half (51%-75%),Not sure,51%-75%,Release GHG
1/19/2026 10:10:15,Yes,Prefer not to say,Rakhine,18-25,Prefer not to say,University/College,0,Plastic bags,Supermarkets,0,Sometimes,A little more,Recycle,Recycled,Not aware,Yes,Not sure,Neutral,,,,,
1/19/2026 10:11:49,Yes,Prefer not to say,Rakhine,18-25,Prefer not to say,University/College,1-2,Plastic containers,Food Delivery,0,Always,Less than others,Throw in bin,Burned,Neutral,Yes,More than 10 years,Oppose,Yes,Not applicable,Not sure,More than 75%,Pollutes soil/water
1/19/2026 12:59:45,Yes,Semi-urban,Chin,26-35,No income,Postgraduate,3-5,Plastic bags,Local markets,3-5,Always,Less than others,Reuse,Ends up in landfills,Very aware,Yes,Already visible now,Strongly support,Yes,More than half (51%-75%),Yes,More than 75%,Release GHG
1/20/2026 0:06:03,Yes,Urban,Shan,18-25,No income,High school,1-2,Bottled water,Local markets,0,Always,Much less than others,Reuse,Ends up in landfills,Very aware,Not Sure,Already visible now,Strongly support,Yes,More than half (51%-75%),Not sure,More than 75%,Release GHG
1/21/2026 10:25:24,Yes,Rural,Rakhine,18-25,Prefer not to say,University/College,1-2,Plastic bags,Street Vendors,1-2,Sometimes,A little more,Throw in bin,I don’t know,Neutral,Not Sure,Not sure,Neutral,Yes,More than half (51%-75%),Yes,51%-75%,Increases the Earth’s temperature
1/21/2026 10:25:24,Yes,Rural,Rakhine,18-25,Prefer not to say,University/College,1-2,Plastic bags,Street Vendors,1-2,Sometimes,A little more,Throw in bin,I don’t know,Neutral,Not Sure,Not sure,Neutral,Yes,Not applicable,Yes,51%-75%,Increases the Earth’s temperature
1/21/2026 10:25:24,Yes,Prefer not to say,Rakhine,18-25,Prefer not to say,University/College,1-2,Plastic bags,Street Vendors,1-2,Sometimes,A little more,Throw in bin,I don’t know,Neutral,Not Sure,Not sure,Neutral,Yes,Not applicable,Yes,51%-75%,Increases the Earth’s temperature
1/21/2026 10:25:24,Yes,Rural,Rakhine,18-25,Prefer not to say,University/College,1-2,Plastic bags,Street Vendors,1-2,Sometimes,A little more,Throw in bin,I don’t know,Neutral,Not Sure,Not sure,Neutral,Yes,Not applicable,Yes,51%-75%,Increases the Earth’s temperature
1/21/2026 10:25:24,Yes,Rural,Rakhine,18-25,Prefer not to say,University/College,1-2,Plastic bags,Street Vendors,1-2,Sometimes,A little more,Throw in bin,I don’t know,Neutral,Not Sure,Not sure,Neutral,Yes,Not applicable,Yes,51%-75%,Increases the Earth’s temperature
1/21/2026 10:25:25,Yes,Rural,Rakhine,18-25,"300,000-600,000",University/College,1-2,Plastic containers,Local markets,1-2,Sometimes,A little more,Throw in bin,I don’t know,Neutral,Yes,Not sure,Neutral,Yes,Not applicable,Yes,51%-75%,Increases the Earth’s temperature
1/21/2026 10:25:30,Yes,Rural,Rakhine,18-25,No income,University/College,1-2,Plastic bags,Street Vendors,1-2,Sometimes,A little more,Recycle,I don’t know,Neutral,Not Sure,Not sure,Neutral,Yes,Not applicable,Yes,51%-75%,Increases the Earth’s temperature
1/21/2026 10:25:36,Yes,Rural,Rakhine,18-25,Prefer not to say,University/College,1-2,Plastic bags,Street Vendors,1-2,Sometimes,A little more,Throw in bin,I don’t know,Neutral,Not Sure,Not sure,Neutral,Yes,Not applicable,Yes,51%-75%,Increases the Earth’s temperature
1/21/2026 10:27:04,Yes,Rural,Rakhine,18-25,"300,000-600,000",University/College,1-2,Plastic containers,Local markets,,Sometimes,A little more,Throw in bin,I don’t know,Neutral,Not Sure,Not sure,Neutral,Yes,More than half (51%-75%),Yes,51%-75%,Increases the Earth’s temperature
1/21/2026 10:30:24,Yes,Rural,Rakhine,18-25,"300,000-600,000",University/College,1-2,Plastic containers,Local markets,1-2,Sometimes,A little more,Throw in bin,Ends up in landfills,Neutral,Yes,Not sure,Neutral,Yes,More than half (51%-75%),Yes,51%-75%,Increases the Earth’s temperature
1/21/2026 10:31:24,Yes,Rural,Rakhine,18-25,"300,000-600,000",University/College,1-2,Plastic containers,Street Vendors,1-2,Sometimes,A little more,Throw in bin,I don’t know,,Not Sure,Not sure,Neutral,Yes,Almost all of it (76%-100%),Yes,More than 75%,Release GHG
1/21/2026 10:43:18,Yes,Rural,Rakhine,18-25,No income,University/College,1-2,Plastic bags,Street Vendors,1-2,Sometimes,Much more plastic than others,Throw in bin,Ends up in rivers,Not aware,Yes,Within 1-2 years,Support,No,More than half (51%-75%),Yes,More than 75%,Increases the Earth’s temperature
1/21/2026 10:44:47,Yes,Rural,Rakhine,18-25,No income,University/College,6-10,Plastic bags,Street Vendors,6-10,Always,Less than others,Throw in bin,Ends up in rivers,Slightly aware,Yes,Already visible now,Support,Yes,Almost all of it (76%-100%),Yes,Less than 25%,Increases the Earth’s temperature
1/21/2026 20:08:27,Yes,Rural,Rakhine,18-25,Prefer not to say,University/College,1-2,Plastic bags,Street Vendors,1-2,Sometimes,A little more,Throw in bin,I don’t know,Neutral,Not Sure,Not sure,Neutral,Yes,More than half (51%-75%),No,51%-75%,Increases the Earth’s temperature
1/22/2026 23:01:56,Yes,Urban,Yangon,26-35,"More than 1,000,000",High school,3-5,"Plastic bags, Bottled water, Plastic containers","Supermarkets, Food Delivery, Online Delivery, Coffee/tea shops",3-5,Always,About the same,Reuse,I don’t know,Very aware,Yes,Already visible now,Support,No,About half (26%-50%),Yes,More than 75%,Pollutes soil/water
1/29/2026 21:20:37,Yes,Urban,Mandalay,26-35,"More than 1,000,000",University/College,6-10,"Plastic bags, Bottled water, Plastic containers, Plastic straws, Disposable forks, Food sachets","Supermarkets, Local markets, Street Vendors, Food Delivery, Online Delivery, Coffee/tea shops",1-2,Always,About the same,"Throw in bin, Recycle, Reuse","Mostly, it is burned and destroyed. Only some of it ends up with plastic collectors and then goes to recycling.",Somewhat aware,Yes,Within 6-10 years,Strongly support,Yes,More than half (51%-75%),Yes,25%-50%,Pollutes soil/water
1/29/2026 21:23:02,Yes,Semi-urban,Kayin,18-25,No income,University/College,3-5,"Plastic bags, Bottled water","Supermarkets, Street Vendors",1-2,Always,Less than others,Reuse,Ends up in landfills,Very aware,Yes,Within 6-10 years,Strongly support,No,Less than half (1%-25%),No,Less than 25%,Release GHG
1/29/2026 21:23:11,Yes,Urban,Shan,18-25,"More than 1,000,000",University/College,3-5,Plastic bags,Local markets,3-5,Sometimes,Less than others,Reuse,I don’t know,Somewhat aware,Yes,Within 6-10 years,Strongly support,Yes,Almost all of it (76%-100%),Yes,51%-75%,Increases the Earth’s temperature
1/29/2026 21:23:22,Yes,Urban,Yangon,36-50,"More than 1,000,000",University/College,6-10,"Plastic bags, Bottled water, Plastic containers","Supermarkets, Local markets, Street Vendors, Food Delivery, Online Delivery, Coffee/tea shops",6-10,Always,About the same,"Throw in bin, Reuse",Ends up in landfills,Somewhat aware,No,Within 6-10 years,Support,No,Less than half (1%-25%),Yes,51%-75%,Pollutes soil/water
1/29/2026 21:23:47,Yes,Prefer not to say,Kachin,36-50,"More than 1,000,000",University/College,3-5,Plastic containers,Local markets,1-2,Always,About the same,Throw in bin,I don’t know,Very aware,Yes,Already visible now,Strongly support,No,Not applicable,Not sure,More than 75%,Not sure
1/29/2026 21:24:09,Yes,Prefer not to say,Yangon,36-50,Prefer not to say,Postgraduate,More than 10,"Plastic bags, Food sachets",Supermarkets,More than 10,Sometimes,A little more,"Throw in bin, Reuse",Ends up in landfills,Somewhat aware,Yes,More than 10 years,Strongly support,No,More than half (51%-75%),Yes,More than 75%,Pollutes soil/water
1/29/2026 21:24:43,Yes,Urban,Yangon,26-35,"More than 1,000,000",University/College,More than 10,"Plastic bags, Plastic containers, Plastic straws","Supermarkets, Local markets, Coffee/tea shops",More than 10,Always,About the same,Reuse,Ends up in rivers,Very aware,Yes,Already visible now,Strongly support,Yes,More than half (51%-75%),Yes,25%-50%,Increases the Earth’s temperature
1/29/2026 21:32:11,Yes,Urban,Yangon,18-25,No income,University/College,3-5,"Plastic bags, Plastic straws, Disposable forks","Supermarkets, Food Delivery, Online Delivery",3-5,Always,Less than others,Reuse,Ends up in landfills,Very aware,Yes,Already visible now,Support,Yes,Almost all of it (76%-100%),No,51%-75%,Pollutes soil/water
1/29/2026 21:33:50,Yes,Urban,Kachin,26-35,"More than 1,000,000",University/College,3-5,"Plastic bags, Bottled water, Plastic containers, Food sachets","Local markets, Street Vendors, Food Delivery",6-10,Always,Much less than others,Throw in bin,Ends up in landfills,Somewhat aware,Yes,Within 3-5 years,Strongly support,Yes,Almost all of it (76%-100%),Not sure,25%-50%,Increases the Earth’s temperature
1/29/2026 21:34:03,Yes,Urban,Yangon,18-25,No income,University/College,,"Bottled water, Plastic straws","Supermarkets, Local markets",1-2,Rarely,Less than others,"Recycle, Reuse",Burned,Very aware,Yes,Already visible now,Strongly support,Yes,Almost all of it (76%-100%),Yes,Not sure,Doesn’t affect climate change
1/29/2026 21:35:30,Yes,Semi-urban,Magway,18-25,"300,000-600,000",University/College,6-10,"Plastic bags, Bottled water","Local markets, Food Delivery, Online Delivery, Coffee/tea shops",3-5,Always,A little more,Reuse,Ends up in landfills,Very aware,Yes,Already visible now,Strongly support,Yes,Not applicable,Yes,51%-75%,Increases the Earth’s temperature
1/29/2026 21:37:32,Yes,Urban,Shan,26-35,Prefer not to say,Vocational Training,1-2,"Plastic bags, Plastic containers","Local markets, Food Delivery",1-2,Always,About the same,Reuse,They are not burned and remain ugly ,Somewhat aware,Yes,Already visible now,Strongly support,No,Not applicable,No,51%-75%,Increases the Earth’s temperature
1/29/2026 21:39:46,Yes,Prefer not to say,Ayeyarwady,36-50,"600,001-1,000,000",University/College,3-5,Bottled water,Coffee/tea shops,1-2,Always,A little more,"Throw in bin, Reuse",Recycled,Not aware,Yes,Not sure,Strongly support,No,Less than half (1%-25%),Not sure,Less than 25%,Release GHG
1/29/2026 21:40:39,Yes,Urban,Sagaing,18-25,"Less than 300,000",University/College,6-10,"Plastic bags, ",Supermarkets,6-10,Always,Much more plastic than others,"Throw in bin, Reuse",Burned,Slightly aware,Yes,Not sure,Strongly support,Yes,More than half (51%-75%),Yes,25%-50%,Release GHG
1/29/2026 21:45:28,Yes,Semi-urban,Yangon,26-35,"600,001-1,000,000",Postgraduate,0,Plastic bags,Local markets,1-2,Sometimes,Much less than others,"Throw in bin, Reuse",Ends up in landfills,Somewhat aware,Yes,Already visible now,Strongly support,No,Not applicable,Yes,More than 75%,Increases the Earth’s temperature
1/29/2026 21:45:58,Yes,Semi-urban,Mandalay,18-25,No income,High school,1-2,"Plastic bags, Bottled water","Local markets, Coffee/tea shops",1-2,Always,Less than others,Throw in bin,Ends up in landfills,Somewhat aware,Yes,Already visible now,Strongly support,Yes,Less than half (1%-25%),No,25%-50%,Release GHG
1/29/2026 21:47:02,Yes,Urban,,26-35,"300,000-600,000",Postgraduate,3-5,"Plastic bags, Plastic containers",Local markets,1-2,Sometimes,Much less than others,"Throw in bin, Reuse",Ends up in landfills,Very aware,Yes,Already visible now,Strongly support,No,Not applicable,No,25%-50%,Release GHG
1/29/2026 21:49:46,Yes,Semi-urban,Yangon,36-50,"Less than 300,000",Primary school,3-5,"Plastic bags, Plastic containers",Local markets,3-5,Sometimes,About the same,"Throw in bin, Reuse",Ends up in landfills,Slightly aware,Yes,Already visible now,Strongly support,No,Less than half (1%-25%),Yes,More than 75%,Release GHG
1/29/2026 21:52:08,Yes,Urban,Sagaing,36-50,"More than 1,000,000",Postgraduate,6-10,Plastic bags,"Supermarkets, Local markets, Street Vendors, Coffee/tea shops, ",More than 10,Always,Less than others,"Throw in bin, Reuse",Burned,Very aware,Yes,More than 10 years,Strongly support,No,More than half (51%-75%),Yes,25%-50%,Release GHG
1/29/2026 21:52:35,Yes,Semi-urban,Yangon,18-25,No income,University/College,1-2,"Plastic bags, Bottled water","Supermarkets, Local markets",1-2,Rarely,Less than others,"Throw in bin, Reuse",Ends up in landfills,Very aware,Yes,Already visible now,Strongly support,No,About half (26%-50%),Not sure,51%-75%,Increases the Earth’s temperature
1/29/2026 21:53:22,Yes,Urban,Yangon,26-35,"More than 1,000,000",University/College,1-2,"Plastic bags, Plastic containers, Food sachets","Local markets, Food Delivery",1-2,Sometimes,Less than others,"Recycle, Reuse",Ends up in landfills,Very aware,Yes,Already visible now,Strongly support,No,About half (26%-50%),Yes,More than 75%,Increases the Earth’s temperature
1/29/2026 21:54:25,Yes,Urban,Mandalay,26-35,"More than 1,000,000",Postgraduate,1-2,"Plastic bags, Bottled water, Plastic containers","Supermarkets, Local markets, Coffee/tea shops",1-2,Always,Less than others,Throw in bin,I don’t know,Very aware,Yes,Not sure,Support,No,Less than half (1%-25%),Yes,51%-75%,Pollutes soil/water
1/29/2026 21:54:56,Yes,Semi-urban,Kayin,26-35,"300,000-600,000",University/College,3-5,Plastic bags,"Local markets, Street Vendors, Coffee/tea shops",6-10,Always,About the same,"Throw in bin, Recycle, Reuse",Ends up in landfills,Somewhat aware,Not Sure,Within 3-5 years,Strongly support,Yes,More than half (51%-75%),No,More than 75%,Pollutes soil/water
1/29/2026 21:55:06,Yes,Urban,Bago,26-35,No income,University/College,More than 10,"Bottled water, Plastic containers, Plastic straws, Food sachets","Supermarkets, Local markets, Street Vendors, Coffee/tea shops",More than 10,Always,About the same,"Throw in bin, Reuse",Burned,Very aware,Yes,More than 10 years,Strongly support,Yes,More than half (51%-75%),No,Less than 25%,Pollutes soil/water
1/29/2026 21:55:22,Yes,Urban,Yangon,26-35,"More than 1,000,000",Postgraduate,3-5,"Plastic bags, Bottled water, Plastic containers","Local markets, Street Vendors, Food Delivery",1-2,Always,Much more plastic than others,Throw in bin,Ends up in landfills,Somewhat aware,Yes,Within 3-5 years,Support,No,Less than half (1%-25%),Yes,More than 75%,Increases the Earth’s temperature
1/29/2026 22:00:09,Yes,Urban,Yangon,18-25,"300,000-600,000",University/College,3-5,"Plastic bags, Bottled water, Plastic straws",Local markets,6-10,Always,About the same,Reuse,Ends up in landfills,Somewhat aware,Yes,Already visible now,Strongly support,Yes,Less than half (1%-25%),Not sure,51%-75%,Release GHG
1/29/2026 22:08:17,Yes,Semi-urban,Rakhine,26-35,"More than 1,000,000",University/College,3-5,"Plastic bags, Bottled water","Local markets, Street Vendors, Coffee/tea shops",6-10,Always,About the same,Throw in bin,Ends up in landfills,Somewhat aware,Yes,Within 6-10 years,Support,Yes,Less than half (1%-25%),Yes,25%-50%,Pollutes soil/water
1/29/2026 22:09:47,Yes,Prefer not to say,Sagaing,26-35,"More than 1,000,000",University/College,3-5,"Plastic bags, Bottled water","Local markets, Street Vendors",6-10,Rarely,About the same,Throw in bin,I don’t know,Somewhat aware,Yes,Within 3-5 years,Strongly support,Yes,About half (26%-50%),Not sure,51%-75%,Pollutes soil/water
1/29/2026 22:09:49,Yes,Urban,Yangon,36-50,"More than 1,000,000",Postgraduate,3-5,"Bottled water, Plastic containers, Food sachets","Supermarkets, Food Delivery, Coffee/tea shops",3-5,Always,About the same,"Throw in bin, Reuse",Ends up in landfills,Very aware,Yes,Already visible now,Strongly support,No,About half (26%-50%),Not sure,25%-50%,Pollutes soil/water
1/29/2026 22:10:37,Yes,Urban,Yangon,36-50,"More than 1,000,000",University/College,1-2,"Plastic bags, Bottled water, Plastic straws, Disposable forks","Supermarkets, Street Vendors, Food Delivery, Coffee/tea shops",3-5,Always,Much more plastic than others,"Throw in bin, Recycle, Reuse",Ends up in landfills,Very aware,Yes,Already visible now,Strongly support,No,Not applicable,No,Not sure,Increases the Earth’s temperature
1/29/2026 22:20:02,Yes,Urban,Yangon,18-25,"More than 1,000,000",Postgraduate,3-5,"Plastic bags, Bottled water","Local markets, Street Vendors",1-2,Always,About the same,"Throw in bin, Recycle",Ends up in landfills,Very aware,Yes,Within 6-10 years,Support,No,About half (26%-50%),No,25%-50%,Release GHG
1/29/2026 22:20:33,Yes,Semi-urban,Shan,18-25,"300,000-600,000",University/College,3-5,"Plastic bags, Bottled water, Plastic containers","Supermarkets, Local markets, Street Vendors, Food Delivery, Online Delivery",3-5,Always,Less than others,"Throw in bin, Recycle, Reuse",Ends up in landfills,Very aware,Yes,Already visible now,Strongly support,Yes,More than half (51%-75%),Yes,More than 75%,Release GHG
1/29/2026 22:25:43,Yes,Semi-urban,Mandalay,18-25,No income,High school,More than 10,Bottled water,Local markets,More than 10,Always,About the same,Throw in bin,I don’t know,Slightly aware,Yes,Within 3-5 years,Neutral,No,Less than half (1%-25%),No,25%-50%,Pollutes soil/water
1/29/2026 22:26:17,Yes,Urban,Yangon,18-25,"300,000-600,000",University/College,3-5,"Plastic bags, Bottled water, Plastic containers, Plastic straws",Street Vendors,3-5,Always,A little more,Reuse,Ends up in landfills,Very aware,Yes,More than 10 years,Strongly support,Yes,About half (26%-50%),Yes,25%-50%,Pollutes soil/water
1/29/2026 22:26:23,Yes,Urban,Sagaing,18-25,"300,000-600,000",University/College,3-5,"Plastic bags, Bottled water, Plastic containers","Supermarkets, Local markets, Street Vendors",3-5,Always,Much more plastic than others,"Throw in bin, Reuse",I don’t know,Slightly aware,Yes,Within 1-2 years,Strongly support,No,About half (26%-50%),Not sure,25%-50%,Pollutes soil/water
1/29/2026 22:32:24,Yes,Semi-urban,Kayin,18-25,No income,High school,1-2,"Plastic bags, Bottled water","Supermarkets, Local markets, Food Delivery, Online Delivery",1-2,Sometimes,A little more,"Throw in bin, Recycle",Burned,Very aware,Yes,Within 6-10 years,Strongly support,No,Almost all of it (76%-100%),No,More than 75%,Increases the Earth’s temperature
1/29/2026 22:36:36,Yes,Semi-urban,Yangon,18-25,"Less than 300,000",High school,1-2,Bottled water,Local markets,3-5,Always,Much more plastic than others,Throw in bin,Ends up in landfills,Somewhat aware,Yes,Already visible now,Support,No,About half (26%-50%),No,Less than 25%,Pollutes soil/water
1/29/2026 22:41:47,Yes,Urban,Yangon,18-25,No income,University/College,3-5,Plastic bags,"Local markets, Street Vendors, Food Delivery, Online Delivery",1-2,Always,About the same,Recycle,Recycled,Very aware,Yes,Not sure,Support,No,About half (26%-50%),No,25%-50%,Release GHG
